period_end,air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,relative_humidity,wind_speed_10m,zenith,period,AC_Power_kW,Energy_kWh,Daily_Energy_kWh
2024-12-01 00:00:00+00:00,16,0.15,-123,0,0,0,0,38.6,0,0,0,0,93.1,0.1,136,PT5M,0.0,0.0,21.44310225657289
2024-12-01 00:05:00+00:00,16,0.15,-123,0,0,0,0,38.6,0,0,0,0,93.2,0.2,135,PT5M,0.0,,
2024-12-01 00:10:00+00:00,16,0.15,-122,0,0,0,0,41.4,0,0,0,0,93.3,0.2,134,PT5M,0.0,,
2024-12-01 00:15:00+00:00,16,0.15,-121,0,0,0,0,53.1,0,0,0,0,93.4,0.3,133,PT5M,0.0,,
2024-12-01 00:20:00+00:00,16,0.15,-121,0,0,0,0,51.8,0,0,0,0,93.5,0.3,131,PT5M,0.0,,
2024-12-01 00:25:00+00:00,16,0.15,-120,0,0,0,0,54.3,0,0,0,0,93.6,0.4,130,PT5M,0.0,,
2024-12-01 00:30:00+00:00,16,0.15,-120,0,0,0,0,54.3,0,0,0,0,93.7,0.4,129,PT5M,0.0,,
2024-12-01 00:35:00+00:00,16,0.15,-119,0,0,0,0,54.3,0,0,0,0,93.8,0.5,128,PT5M,0.0,,
2024-12-01 00:40:00+00:00,16,0.15,-119,0,0,0,0,53.1,0,0,0,0,93.9,0.5,127,PT5M,0.0,,
2024-12-01 00:45:00+00:00,16,0.15,-118,0,0,0,0,53.1,0,0,0,0,94.0,0.6,126,PT5M,0.0,,
2024-12-01 00:50:00+00:00,16,0.15,-118,0,0,0,0,53.1,0,0,0,0,94.1,0.7,125,PT5M,0.0,,
2024-12-01 00:55:00+00:00,16,0.15,-117,0,0,0,0,49.3,0,0,0,0,94.2,0.7,124,PT5M,0.0,,
2024-12-01 01:00:00+00:00,16,0.15,-117,0,0,0,0,54.3,0,0,0,0,94.3,0.8,123,PT5M,0.0,0.0,
2024-12-01 01:05:00+00:00,16,0.15,-116,0,0,0,0,55.5,0,0,0,0,94.3,0.8,122,PT5M,0.0,,
2024-12-01 01:10:00+00:00,16,0.15,-116,0,0,0,0,56.7,0,0,0,0,94.2,0.8,120,PT5M,0.0,,
2024-12-01 01:15:00+00:00,16,0.15,-116,0,0,0,0,55.5,0,0,0,0,94.1,0.7,119,PT5M,0.0,,
2024-12-01 01:20:00+00:00,16,0.15,-115,0,0,0,0,54.3,0,0,0,0,94.0,0.7,118,PT5M,0.0,,
2024-12-01 01:25:00+00:00,16,0.15,-115,0,0,0,0,54.3,0,0,0,0,93.9,0.7,117,PT5M,0.0,,
2024-12-01 01:30:00+00:00,16,0.15,-115,0,0,0,0,54.3,0,0,0,0,93.8,0.7,116,PT5M,0.0,,
2024-12-01 01:35:00+00:00,16,0.15,-115,0,0,0,0,53.1,0,0,0,0,93.7,0.6,115,PT5M,0.0,,
2024-12-01 01:40:00+00:00,16,0.15,-114,0,0,0,0,53.1,0,0,0,0,93.6,0.6,114,PT5M,0.0,,
2024-12-01 01:45:00+00:00,16,0.15,-114,0,0,0,0,53.1,0,0,0,0,93.5,0.6,113,PT5M,0.0,,
2024-12-01 01:50:00+00:00,16,0.15,-114,0,0,0,0,53.1,0,0,0,0,93.4,0.6,111,PT5M,0.0,,
2024-12-01 01:55:00+00:00,16,0.15,-114,0,0,0,0,53.1,0,0,0,0,93.3,0.5,110,PT5M,0.0,,
2024-12-01 02:00:00+00:00,16,0.15,-113,0,0,0,0,53.1,0,0,0,0,93.2,0.5,109,PT5M,0.0,0.0,
2024-12-01 02:05:00+00:00,16,0.15,-113,0,0,0,0,53.1,0,0,0,0,93.3,0.5,108,PT5M,0.0,,
2024-12-01 02:10:00+00:00,16,0.15,-113,0,0,0,0,53.1,0,0,0,0,93.4,0.4,107,PT5M,0.0,,
2024-12-01 02:15:00+00:00,16,0.15,-113,0,0,0,0,50.6,0,0,0,0,93.6,0.4,106,PT5M,0.0,,
2024-12-01 02:20:00+00:00,16,0.15,-113,0,0,0,0,48.0,0,0,0,0,93.7,0.4,104,PT5M,0.0,,
2024-12-01 02:25:00+00:00,16,0.15,-113,0,0,0,0,46.7,0,0,0,0,93.9,0.3,103,PT5M,0.0,,
2024-12-01 02:30:00+00:00,16,0.15,-112,0,0,0,0,46.7,0,0,0,0,94.0,0.3,102,PT5M,0.0,,
2024-12-01 02:35:00+00:00,16,0.15,-112,0,0,0,0,45.4,0,0,0,0,94.2,0.2,101,PT5M,0.0,,
2024-12-01 02:40:00+00:00,16,0.15,-112,0,0,0,0,45.4,0,0,0,0,94.3,0.2,100,PT5M,0.0,,
2024-12-01 02:45:00+00:00,16,0.15,-112,0,0,0,0,44.1,0,0,0,0,94.5,0.2,99,PT5M,0.0,,
2024-12-01 02:50:00+00:00,16,0.15,-112,0,0,0,0,41.4,0,0,0,0,94.6,0.1,98,PT5M,0.0,,
2024-12-01 02:55:00+00:00,16,0.15,-112,0,0,0,0,37.2,0,0,0,0,94.8,0.1,96,PT5M,0.0,,
2024-12-01 03:00:00+00:00,16,0.15,-112,0,0,0,0,29.8,0,0,0,0,94.9,0.1,95,PT5M,0.0,0.09955379392056456,
2024-12-01 03:05:00+00:00,16,0.15,-112,0,0,0,0,31.3,0,0,0,0,95.0,0.1,94,PT5M,0.0,,
2024-12-01 03:10:00+00:00,16,0.15,-112,0,0,0,0,25.2,0,0,0,0,95.1,0.1,93,PT5M,0.0,,
2024-12-01 03:15:00+00:00,16,0.15,-112,0,0,0,0,25.2,0,0,0,0,95.1,0.1,92,PT5M,0.0,,
2024-12-01 03:20:00+00:00,16,0.15,-112,0,0,0,0,34.3,0,0,0,0,95.2,0.1,91,PT5M,0.0,,
2024-12-01 03:25:00+00:00,16,0.15,-112,4,6,4,3,40.0,2,0,2,2,95.2,0.1,89,PT5M,0.010867907908079703,,
2024-12-01 03:30:00+00:00,16,0.15,-112,11,42,15,10,32.8,10,0,10,10,95.3,0.1,88,PT5M,0.05428457258212948,,
2024-12-01 03:35:00+00:00,16,0.15,-112,18,111,27,15,26.8,20,0,20,19,95.3,0.1,87,PT5M,0.10843172776858634,,
2024-12-01 03:40:00+00:00,16,0.15,-112,23,209,41,18,23.7,32,0,32,30,95.4,0.1,86,PT5M,0.17322692303004672,,
2024-12-01 03:45:00+00:00,16,0.15,-112,28,318,57,21,25.2,42,2,42,41,95.4,0.1,85,PT5M,0.22707175994602388,,
2024-12-01 03:50:00+00:00,16,0.15,-112,32,371,73,23,26.8,52,12,54,50,95.5,0.2,84,PT5M,0.2809194319809041,,
2024-12-01 03:55:00+00:00,16,0.15,-112,36,418,91,25,28.3,63,16,65,60,95.5,0.2,82,PT5M,0.33984320383100436,,
2024-12-01 04:00:00+00:00,16,0.15,-112,39,460,109,26,33.0,73,0,73,70,95.6,0.2,81,PT5M,0.39313723444463033,0.664178903669059,
2024-12-01 04:05:00+00:00,16,0.15,-112,43,498,128,35,34.7,83,0,83,81,95.3,0.2,80,PT5M,0.44642444676557436,,
2024-12-01 04:10:00+00:00,16,0.15,-112,45,532,147,48,36.4,94,0,94,90,94.5,0.3,79,PT5M,0.5049151026078769,,
2024-12-01 04:15:00+00:00,16,0.15,-112,48,563,167,62,39.5,101,0,101,97,93.9,0.3,78,PT5M,0.5420346225636663,,
2024-12-01 04:20:00+00:00,16,0.15,-112,51,591,187,77,39.7,113,0,113,109,93.2,0.4,77,PT5M,0.6055599224790915,,
2024-12-01 04:25:00+00:00,17,0.15,-112,53,616,207,92,40.0,124,0,124,120,92.5,0.4,76,PT5M,0.6609838941522015,,
2024-12-01 04:30:00+00:00,17,0.15,-112,55,639,227,107,40.0,136,0,136,132,91.8,0.5,74,PT5M,0.7239142035970065,,
2024-12-01 04:35:00+00:00,17,0.15,-112,57,660,248,123,35.4,154,22,160,150,91.1,0.5,73,PT5M,0.8182417684839345,,
2024-12-01 04:40:00+00:00,17,0.15,-113,59,680,268,140,33.7,162,51,178,161,90.5,0.6,72,PT5M,0.8605819661012828,,
2024-12-01 04:45:00+00:00,17,0.15,-113,60,698,289,156,25.8,155,180,214,170,89.8,0.6,71,PT5M,0.8268847671617489,,
2024-12-01 04:50:00+00:00,18,0.15,-113,62,715,309,173,19.2,144,306,250,180,89.1,0.7,70,PT5M,0.7695422956189768,,
2024-12-01 04:55:00+00:00,18,0.15,-113,64,730,330,190,19.1,151,317,267,194,88.5,0.7,69,PT5M,0.8179266200527164,,
2024-12-01 05:00:00+00:00,18,0.15,-113,65,744,351,208,15.7,145,393,295,207,87.9,0.8,67,PT5M,0.8261828340029465,1.2414592632094086,
2024-12-01 05:05:00+00:00,18,0.15,-113,66,758,371,225,10.6,126,511,332,222,87.2,0.8,66,PT5M,0.7901599024633789,,
2024-12-01 05:10:00+00:00,18,0.15,-114,68,770,391,242,12.2,140,485,344,237,86.4,0.9,65,PT5M,0.8990763847584463,,
2024-12-01 05:15:00+00:00,18,0.15,-114,69,782,412,260,12.2,145,495,362,253,85.7,0.9,64,PT5M,0.9708616867374354,,
2024-12-01 05:20:00+00:00,19,0.15,-114,70,793,432,277,8.7,129,581,394,270,85.0,0.9,63,PT5M,0.9693084077797098,,
2024-12-01 05:25:00+00:00,19,0.15,-114,71,803,452,294,17.0,183,406,375,280,84.3,1.0,62,PT5M,1.1935772599734304,,
2024-12-01 05:30:00+00:00,19,0.15,-114,72,813,472,311,21.6,214,317,370,291,83.6,1.0,61,PT5M,1.3260267649864887,,
2024-12-01 05:35:00+00:00,19,0.15,-115,73,823,491,329,27.6,250,207,356,299,82.9,1.1,59,PT5M,1.4529533101225718,,
2024-12-01 05:40:00+00:00,19,0.15,-115,74,832,511,346,34.7,287,89,334,303,82.2,1.1,58,PT5M,1.559580471287964,,
2024-12-01 05:45:00+00:00,19,0.15,-115,75,841,530,362,37.3,305,52,332,310,81.6,1.2,57,PT5M,1.6238733462825854,,
2024-12-01 05:50:00+00:00,19,0.15,-116,75,850,550,379,39.8,321,17,331,316,80.9,1.2,56,PT5M,1.6740189201496818,,
2024-12-01 05:55:00+00:00,20,0.15,-116,76,858,568,396,44.9,313,0,313,303,80.2,1.3,55,PT5M,1.611891869968264,,
2024-12-01 06:00:00+00:00,20,0.15,-116,76,865,587,412,43.0,335,0,335,323,79.6,1.4,54,PT5M,1.7208291897086632,2.03934109698285,
2024-12-01 06:05:00+00:00,20,0.15,-117,76,873,605,428,41.1,354,5,357,343,78.7,1.4,53,PT5M,1.8199385940411172,,
2024-12-01 06:10:00+00:00,20,0.15,-117,77,880,623,444,40.5,361,16,371,355,77.6,1.4,52,PT5M,1.868118878786109,,
2024-12-01 06:15:00+00:00,20,0.15,-118,77,886,641,460,41.1,372,8,378,363,76.6,1.4,50,PT5M,1.9125417984117414,,
2024-12-01 06:20:00+00:00,20,0.15,-118,77,893,659,476,41.7,383,1,384,370,75.6,1.5,49,PT5M,1.9575131373531964,,
2024-12-01 06:25:00+00:00,20,0.15,-119,78,899,676,491,41.1,390,11,398,382,74.5,1.5,48,PT5M,2.0059534131233665,,
2024-12-01 06:30:00+00:00,21,0.15,-119,78,904,692,506,38.1,388,59,429,401,73.5,1.5,47,PT5M,2.0604234985053647,,
2024-12-01 06:35:00+00:00,21,0.15,-120,78,910,709,520,36.3,389,90,452,416,72.5,1.5,46,PT5M,2.11720950348941,,
2024-12-01 06:40:00+00:00,21,0.15,-120,78,915,725,535,35.7,394,101,466,427,71.6,1.5,45,PT5M,2.1646748645626888,,
2024-12-01 06:45:00+00:00,21,0.15,-121,78,920,741,549,31.7,380,175,506,449,70.6,1.5,44,PT5M,2.2276831890972826,,
2024-12-01 06:50:00+00:00,21,0.15,-122,78,925,756,563,27.6,361,254,547,472,69.7,1.6,43,PT5M,2.2849667448779045,,
2024-12-01 06:55:00+00:00,21,0.15,-122,78,929,771,576,27.3,364,264,561,483,68.7,1.6,42,PT5M,2.332240351837353,,
2024-12-01 07:00:00+00:00,21,0.15,-123,78,933,786,589,24.5,348,323,593,501,67.8,1.6,41,PT5M,2.394963286023975,2.61380863967008,
2024-12-01 07:05:00+00:00,22,0.15,-124,78,937,800,602,21.7,329,385,626,520,66.8,1.6,40,PT5M,2.4290040964570023,,
2024-12-01 07:10:00+00:00,22,0.15,-125,78,941,813,614,17.8,296,477,669,544,65.7,1.6,39,PT5M,2.472259493969211,,
2024-12-01 07:15:00+00:00,22,0.15,-126,78,945,827,626,16.3,284,515,692,559,64.6,1.7,38,PT5M,2.5158331709490587,,
2024-12-01 07:20:00+00:00,22,0.15,-126,78,949,839,637,16.1,285,523,704,569,63.6,1.7,37,PT5M,2.561601094048612,,
2024-12-01 07:25:00+00:00,22,0.15,-127,78,952,852,649,14.7,272,560,727,584,62.5,1.7,36,PT5M,2.603165728566744,,
2024-12-01 07:30:00+00:00,22,0.15,-129,78,955,864,659,13.3,259,596,749,599,61.5,1.7,35,PT5M,2.6455254585656496,,
2024-12-01 07:35:00+00:00,23,0.15,-130,78,958,875,670,9.7,216,690,790,623,60.5,1.8,34,PT5M,2.666886468039153,,
2024-12-01 07:40:00+00:00,23,0.15,-131,79,959,886,680,9.6,218,693,801,633,59.5,1.8,33,PT5M,2.713244666202995,,
2024-12-01 07:45:00+00:00,23,0.15,-132,80,961,896,689,7.2,187,758,832,652,58.5,1.8,32,PT5M,2.7459044185535695,,
2024-12-01 07:50:00+00:00,23,0.15,-134,81,962,906,698,4.8,154,826,863,673,57.6,1.8,31,PT5M,2.7805333212788046,,
2024-12-01 07:55:00+00:00,23,0.15,-135,81,963,916,707,8.3,207,731,840,663,56.6,1.8,30,PT5M,2.8367824733861857,,
2024-12-01 08:00:00+00:00,24,0.15,-137,82,965,925,715,14.1,286,583,795,644,55.7,1.9,29,PT5M,2.867877347317628,3.016987894219741,
2024-12-01 08:05:00+00:00,24,0.15,-138,83,966,933,723,11.7,257,643,824,662,55.1,1.9,28,PT5M,2.8995501940234734,,
2024-12-01 08:10:00+00:00,24,0.15,-140,83,967,941,730,16.2,318,531,788,647,54.8,1.9,27,PT5M,2.9301311738085007,,
2024-12-01 08:15:00+00:00,24,0.15,-142,84,967,949,737,16.2,319,533,795,653,54.5,2.0,27,PT5M,2.9585669419893943,,
2024-12-01 08:20:00+00:00,24,0.15,-144,85,968,955,743,16.1,321,535,802,658,54.2,2.0,26,PT5M,2.9895311594953276,,
2024-12-01 08:25:00+00:00,24,0.15,-146,85,969,962,749,19.4,363,456,775,648,53.9,2.0,25,PT5M,2.9992389938919106,,
2024-12-01 08:30:00+00:00,24,0.15,-148,86,969,968,754,18.3,352,481,791,657,53.7,2.0,25,PT5M,3.02552687437105,,
2024-12-01 08:35:00+00:00,24,0.15,-151,86,970,973,759,17.3,342,507,805,667,53.4,2.1,24,PT5M,3.0604936622742875,,
2024-12-01 08:40:00+00:00,24,0.15,-153,86,971,978,764,18.5,358,478,797,664,53.1,2.1,23,PT5M,3.0712918611061646,,
2024-12-01 08:45:00+00:00,24,0.15,-156,87,972,983,768,16.3,332,532,822,678,52.8,2.1,23,PT5M,3.1048353829563275,,
2024-12-01 08:50:00+00:00,24,0.15,-159,87,972,987,771,12.9,288,617,859,699,52.5,2.2,22,PT5M,3.140988049142794,,
2024-12-01 08:55:00+00:00,24,0.15,-161,87,973,990,775,14.1,306,587,850,695,52.3,2.2,22,PT5M,3.155823090260036,,
2024-12-01 09:00:00+00:00,24,0.15,-164,87,974,993,777,13.0,291,615,864,703,52.0,2.2,21,PT5M,3.1732711941312575,3.2483401291287013,
2024-12-01 09:05:00+00:00,24,0.15,-167,87,974,995,779,10.7,259,675,888,717,51.8,2.3,21,PT5M,3.200421584389382,,
2024-12-01 09:10:00+00:00,24,0.15,-171,87,974,996,780,13.1,293,614,866,706,51.8,2.3,21,PT5M,3.2007286925972864,,
2024-12-01 09:15:00+00:00,24,0.15,-174,87,974,997,781,10.7,260,674,890,719,51.8,2.3,21,PT5M,3.221699103771275,,
2024-12-01 09:20:00+00:00,24,0.15,-177,87,973,998,782,8.4,225,736,914,732,51.8,2.3,21,PT5M,3.2394730954026145,,
2024-12-01 09:25:00+00:00,24,0.15,180,87,973,997,782,7.2,206,768,926,738,51.8,2.4,21,PT5M,3.2496276567940234,,
2024-12-01 09:30:00+00:00,24,0.15,176,87,972,997,781,3.6,149,868,961,759,51.8,2.4,21,PT5M,3.271158521674938,,
2024-12-01 09:35:00+00:00,24,0.15,173,87,972,995,780,1.2,108,936,983,772,51.8,2.4,21,PT5M,3.2777502272702224,,
2024-12-01 09:40:00+00:00,24,0.15,170,88,970,994,778,0.0,88,970,994,778,51.8,2.5,21,PT5M,3.2866890540537446,,
2024-12-01 09:45:00+00:00,24,0.15,167,88,969,991,776,0.0,88,969,991,776,51.8,2.5,21,PT5M,3.287121352397382,,
2024-12-01 09:50:00+00:00,24,0.15,164,88,968,988,774,0.0,88,968,988,774,51.8,2.5,22,PT5M,3.285900019891339,,
2024-12-01 09:55:00+00:00,24,0.15,161,89,966,985,771,0.0,89,966,985,771,51.8,2.6,22,PT5M,3.2862410471709524,,
2024-12-01 10:00:00+00:00,24,0.15,158,89,965,981,767,0.0,89,965,981,767,51.8,2.6,22,PT5M,3.281667299005556,3.1461719735837193,
2024-12-01 10:05:00+00:00,24,0.15,155,89,963,976,763,0.0,89,963,976,763,51.7,2.6,23,PT5M,3.272743974801654,,
2024-12-01 10:10:00+00:00,24,0.15,153,90,961,972,759,0.0,90,961,972,759,51.6,2.7,23,PT5M,3.268094426354416,,
2024-12-01 10:15:00+00:00,24,0.15,150,90,960,967,754,2.4,129,892,944,740,51.6,2.7,24,PT5M,3.2494286455183232,,
2024-12-01 10:20:00+00:00,24,0.15,148,90,958,961,749,2.3,129,891,938,735,51.5,2.8,25,PT5M,3.2401991709663225,,
2024-12-01 10:25:00+00:00,24,0.15,145,91,956,955,743,5.8,183,792,899,711,51.4,2.8,25,PT5M,3.206942236014951,,
2024-12-01 10:30:00+00:00,24,0.15,143,91,954,948,737,3.5,147,854,914,717,51.3,2.8,26,PT5M,3.201568777812849,,
2024-12-01 10:35:00+00:00,24,0.15,141,91,953,941,731,7.0,200,756,875,693,51.3,2.9,27,PT5M,3.1677750529877273,,
2024-12-01 10:40:00+00:00,24,0.15,140,91,951,933,724,19.6,361,439,750,627,51.2,2.9,28,PT5M,3.0383620650718948,,
2024-12-01 10:45:00+00:00,24,0.15,138,90,949,925,716,20.8,371,411,732,616,51.1,3.0,28,PT5M,3.002672831579469,,
2024-12-01 10:50:00+00:00,24,0.15,136,90,948,916,709,22.0,381,382,714,604,51.0,3.0,29,PT5M,2.9634173314985284,,
2024-12-01 10:55:00+00:00,24,0.15,135,90,946,907,700,27.7,430,261,656,573,50.9,3.1,30,PT5M,2.8611918713929367,,
2024-12-01 11:00:00+00:00,24,0.15,133,90,943,897,692,24.5,398,327,678,580,50.9,3.1,31,PT5M,2.881543168142888,2.668904204003509,
2024-12-01 11:05:00+00:00,24,0.15,132,89,941,887,682,17.8,326,476,730,601,50.8,3.1,32,PT5M,2.9303781076034525,,
2024-12-01 11:10:00+00:00,24,0.15,131,89,939,877,673,16.7,311,500,730,597,50.8,3.1,33,PT5M,2.910744712141466,,
2024-12-01 11:15:00+00:00,24,0.15,129,89,936,865,663,19.1,333,442,700,579,50.8,3.1,34,PT5M,2.850105324929344,,
2024-12-01 11:20:00+00:00,24,0.15,128,88,934,854,652,19.2,330,439,690,571,50.7,3.1,35,PT5M,2.815558087525677,,
2024-12-01 11:25:00+00:00,24,0.15,127,88,931,842,641,22.9,362,354,649,548,50.7,3.2,36,PT5M,2.7380319908955593,,
2024-12-01 11:30:00+00:00,24,0.15,126,87,928,829,630,20.9,339,397,656,546,50.7,3.2,37,PT5M,2.726051610909932,,
2024-12-01 11:35:00+00:00,24,0.15,125,87,924,817,619,23.6,359,336,624,528,50.7,3.2,38,PT5M,2.6559613356543053,,
2024-12-01 11:40:00+00:00,24,0.15,124,87,920,803,607,23.9,357,327,611,517,50.6,3.2,39,PT5M,2.6125825259219733,,
2024-12-01 11:45:00+00:00,24,0.15,124,87,916,789,594,30.2,398,199,551,487,50.6,3.2,40,PT5M,2.486346893115247,,
2024-12-01 11:50:00+00:00,24,0.15,123,87,912,775,581,38.7,437,50,475,448,50.6,3.2,41,PT5M,2.3098416694808925,,
2024-12-01 11:55:00+00:00,24,0.15,122,87,907,760,568,44.8,420,0,420,405,50.6,3.2,42,PT5M,2.1097050217213775,,
2024-12-01 12:00:00+00:00,24,0.15,121,87,902,745,555,50.7,368,0,368,355,50.5,3.2,43,PT5M,1.8596357860027306,1.4279450476581879,
2024-12-01 12:05:00+00:00,24,0.15,121,87,897,730,541,53.3,341,0,341,329,50.7,3.2,44,PT5M,1.7285512749290448,,
2024-12-01 12:10:00+00:00,24,0.15,120,87,892,715,527,58.0,300,0,300,289,51.1,3.2,45,PT5M,1.52787510268536,,
2024-12-01 12:15:00+00:00,24,0.15,120,86,887,699,513,48.1,362,0,362,350,51.4,3.3,46,PT5M,1.8309835422770668,,
2024-12-01 12:20:00+00:00,24,0.15,119,86,882,682,498,45.4,373,0,373,360,51.8,3.3,47,PT5M,1.8842469099769459,,
2024-12-01 12:25:00+00:00,24,0.15,119,86,876,665,484,44.8,367,0,367,354,52.2,3.3,49,PT5M,1.855211523844893,,
2024-12-01 12:30:00+00:00,24,0.15,118,85,869,648,468,54.6,294,0,294,284,52.6,3.3,50,PT5M,1.4986105104740983,,
2024-12-01 12:35:00+00:00,24,0.15,118,85,863,631,453,47.3,332,0,332,321,52.9,3.4,51,PT5M,1.6853461480719774,,
2024-12-01 12:40:00+00:00,23,0.15,117,84,857,614,437,64.4,219,0,219,211,53.3,3.4,52,PT5M,1.1305594549660916,,
2024-12-01 12:45:00+00:00,23,0.15,117,83,851,596,422,70.8,174,0,174,168,53.7,3.4,53,PT5M,0.9027596308667933,,
2024-12-01 12:50:00+00:00,23,0.15,116,82,844,578,406,75.9,139,0,139,134,54.1,3.4,54,PT5M,0.7239703223370706,,
2024-12-01 12:55:00+00:00,23,0.15,116,82,837,559,389,82.6,97,0,97,94,54.5,3.5,55,PT5M,0.5075903654661825,,
2024-12-01 13:00:00+00:00,23,0.15,116,81,830,540,373,73.3,144,0,144,139,54.9,3.5,56,PT5M,0.7496612185214545,0.9036582558248772,
2024-12-01 13:05:00+00:00,23,0.15,115,80,822,522,356,69.8,157,0,157,152,55.4,3.5,57,PT5M,0.8161704001849531,,
2024-12-01 13:10:00+00:00,23,0.15,115,79,813,502,339,70.1,150,0,150,145,56.0,3.5,59,PT5M,0.7803818108539919,,
2024-12-01 13:15:00+00:00,23,0.15,115,78,804,483,322,62.2,182,0,182,176,56.7,3.4,60,PT5M,0.9434277536586304,,
2024-12-01 13:20:00+00:00,23,0.15,114,76,795,463,305,54.6,210,0,210,203,57.3,3.4,61,PT5M,1.085185983107163,,
2024-12-01 13:25:00+00:00,22,0.15,114,75,785,443,288,68.8,138,0,138,133,58.0,3.4,62,PT5M,0.7217373784975214,,
2024-12-01 13:30:00+00:00,22,0.15,114,74,774,424,271,55.0,191,0,191,184,58.6,3.3,63,PT5M,0.9929877193023862,,
2024-12-01 13:35:00+00:00,22,0.15,114,73,762,403,254,51.6,195,0,195,189,59.3,3.3,64,PT5M,1.013331916595692,,
2024-12-01 13:40:00+00:00,22,0.15,114,71,750,383,237,53.0,180,0,180,174,60.0,3.3,65,PT5M,0.936945697372449,,
2024-12-01 13:45:00+00:00,22,0.15,113,70,737,363,220,50.8,179,0,179,172,60.6,3.2,67,PT5M,0.9317451589426795,,
2024-12-01 13:50:00+00:00,22,0.15,113,69,723,342,202,47.1,181,0,181,175,61.3,3.2,68,PT5M,0.9419451264377575,,
2024-12-01 13:55:00+00:00,21,0.15,113,67,708,322,185,44.7,178,0,178,172,62.0,3.2,69,PT5M,0.9303789064238481,,
2024-12-01 14:00:00+00:00,21,0.15,113,65,692,301,169,59.9,121,0,121,117,62.7,3.1,70,PT5M,0.6364154563528535,0.34427190556416026,
2024-12-01 14:05:00+00:00,21,0.15,113,64,674,281,152,67.7,91,0,91,87,63.3,3.1,71,PT5M,0.48022314734007887,,
2024-12-01 14:10:00+00:00,21,0.15,113,62,655,260,135,78.2,57,0,57,55,63.7,3.1,72,PT5M,0.30193255825875037,,
2024-12-01 14:15:00+00:00,21,0.15,112,60,635,240,119,73.1,64,0,64,62,64.1,3.1,73,PT5M,0.3387499813535435,,
2024-12-01 14:20:00+00:00,21,0.15,112,58,612,220,104,68.5,69,0,69,67,64.4,3.1,75,PT5M,0.3650130495617415,,
2024-12-01 14:25:00+00:00,21,0.15,112,55,588,199,88,71.3,57,0,57,55,64.8,3.1,76,PT5M,0.30193255825875037,,
2024-12-01 14:30:00+00:00,21,0.15,112,53,562,179,74,79.1,38,0,38,36,65.2,3.1,77,PT5M,0.201710635620049,,
2024-12-01 14:35:00+00:00,20,0.15,112,50,532,160,60,75.4,39,0,39,38,65.6,3.1,78,PT5M,0.20781444808986532,,
2024-12-01 14:40:00+00:00,20,0.15,112,47,498,140,46,62.1,53,0,53,51,66.0,3.1,79,PT5M,0.28198054588257754,,
2024-12-01 14:45:00+00:00,20,0.15,112,44,461,121,34,33.2,81,0,81,78,66.4,3.1,80,PT5M,0.429624955021579,,
2024-12-01 14:50:00+00:00,20,0.15,112,41,420,102,28,12.3,57,224,90,47,66.8,3.1,82,PT5M,0.31446610551699694,,
2024-12-01 14:55:00+00:00,20,0.15,112,37,374,84,27,40.0,51,0,51,49,67.3,3.1,83,PT5M,0.2713994255131374,,
2024-12-01 15:00:00+00:00,20,0.15,112,33,324,67,25,56.7,29,0,29,28,67.7,3.1,84,PT5M,0.15469829937131105,0.02848114913802935,
2024-12-01 15:05:00+00:00,20,0.15,112,28,263,51,22,64.5,18,0,18,18,68.1,3.1,85,PT5M,0.09613543487178257,,
2024-12-01 15:10:00+00:00,20,0.15,112,23,155,37,19,71.5,10,0,10,10,68.5,3.1,86,PT5M,0.053455363122402295,,
2024-12-01 15:15:00+00:00,20,0.15,112,17,73,23,15,80.1,5,0,5,4,68.9,3.1,87,PT5M,0.026742302871711848,,
2024-12-01 15:20:00+00:00,19,0.15,112,10,22,12,9,83.7,2,0,2,2,69.3,3.0,89,PT5M,0.010742389419144443,,
2024-12-01 15:25:00+00:00,19,0.15,112,2,1,2,2,87.6,0,0,0,0,69.7,3.0,90,PT5M,0.0,,
2024-12-01 15:30:00+00:00,19,0.15,112,0,0,0,0,87.0,0,0,0,0,70.1,3.0,91,PT5M,0.0,,
2024-12-01 15:35:00+00:00,19,0.15,112,0,0,0,0,86.4,0,0,0,0,70.5,3.0,92,PT5M,0.0,,
2024-12-01 15:40:00+00:00,19,0.15,112,0,0,0,0,87.0,0,0,0,0,70.9,3.0,93,PT5M,0.0,,
2024-12-01 15:45:00+00:00,19,0.15,112,0,0,0,0,91.3,0,0,0,0,71.3,3.0,94,PT5M,0.0,,
2024-12-01 15:50:00+00:00,19,0.15,112,0,0,0,0,90.8,0,0,0,0,71.7,3.0,96,PT5M,0.0,,
2024-12-01 15:55:00+00:00,19,0.15,112,0,0,0,0,69.6,0,0,0,0,72.1,3.0,97,PT5M,0.0,,
2024-12-01 16:00:00+00:00,19,0.15,112,0,0,0,0,54.3,0,0,0,0,72.5,2.9,98,PT5M,0.0,0.0,
2024-12-01 16:05:00+00:00,19,0.15,112,0,0,0,0,50.6,0,0,0,0,73.0,2.9,99,PT5M,0.0,,
2024-12-01 16:10:00+00:00,19,0.15,112,0,0,0,0,50.6,0,0,0,0,73.6,2.9,100,PT5M,0.0,,
2024-12-01 16:15:00+00:00,19,0.15,112,0,0,0,0,49.3,0,0,0,0,74.2,2.9,101,PT5M,0.0,,
